customer_id,ITE,treatment,purchased,customers_targeted,uplift,qini,random_baseline
450,0.4477157721939226,1,1.0,60,0.38,19.0,4.874236362608455
501,0.4471145778651282,1,0.0,61,0.37058823529411766,18.9,4.956850538245886
906,0.4414038515744811,0,0.0,62,0.3796791443850267,19.363636363636363,5.0394647138833175
329,0.4381046162147328,1,1.0,63,0.3898601398601399,20.272727272727273,5.12207888952075
769,0.4376648714832111,1,1.0,64,0.3996569468267581,21.18181818181818,5.204693065158181
824,0.4364309195121862,0,1.0,65,0.32389937106918243,17.166666666666664,5.287307240795612
865,0.4346466914748164,0,1.0,66,0.2597968069666183,13.76923076923077,5.369921416433043
136,0.4341222251028157,1,0.0,67,0.2507122507122507,13.538461538461537,5.452535592070475
711,0.4327161434262807,1,0.0,68,0.24195804195804194,13.307692307692307,5.535149767707907
815,0.4315709246598086,1,0.0,69,0.23351648351648352,13.076923076923077,5.617763943345338
381,0.4294522038652485,1,1.0,70,0.24291497975708498,13.846153846153845,5.700378118982769
829,0.4262539930604215,1,0.0,71,0.23474801061007955,13.615384615384615,5.7829922946202
540,0.4229362774751327,1,1.0,72,0.2438070404172099,14.384615384615385,5.8656064702576325
584,0.4221589265610769,1,1.0,73,0.25256410256410255,15.153846153846155,5.948220645895064
75,0.4188924079759274,1,1.0,74,0.2610340479192938,15.923076923076923,6.030834821532495
504,0.4175128249091759,1,1.0,75,0.2692307692307692,16.692307692307693,6.113448997169926
438,0.4164086717707383,1,1.0,76,0.2771672771672771,17.461538461538463,6.196063172807358
148,0.4158232004423103,1,0.0,77,0.2692307692307692,17.23076923076923,6.2786773484447895
979,0.415671976794088,0,1.0,78,0.2142857142857143,13.714285714285715,6.361291524082221
921,0.414880055330403,0,0.0,79,0.23333333333333334,14.933333333333334,6.443905699719652
616,0.4148635004562172,1,0.0,80,0.22564102564102567,14.666666666666668,6.526519875357084
292,0.4123176688316681,1,0.0,81,0.2181818181818182,14.399999999999999,6.609134050994515
50,0.4106369642008155,0,0.0,82,0.23484848484848486,15.5,6.691748226631947
89,0.4098924827697704,1,0.0,83,0.22761194029850745,15.25,6.774362402269378
528,0.4073774631846548,1,1.0,84,0.23529411764705882,16.0,6.856976577906809
270,0.4054485606133038,0,0.0,85,0.25,17.0,6.939590753544241
617,0.4048165752390378,1,0.0,86,0.24296675191815859,16.764705882352942,7.022204929181672
269,0.4047788649646557,1,1.0,87,0.2504201680672269,17.529411764705884,7.104819104819104
237,0.4046599401451157,1,1.0,88,0.25766362883181443,18.294117647058822,7.187433280456535
567,0.4028045654493409,0,1.0,89,0.21517996870109546,15.277777777777779,7.270047456093967
970,0.4025217458035379,1,0.0,90,0.20833333333333331,15.0,7.352661631731398
724,0.3938908931414697,1,1.0,91,0.21537290715372903,15.722222222222221,7.435275807368829
771,0.3907640907539861,0,0.0,92,0.22999279019466473,16.789473684210527,7.517889983006261
461,0.3866106870782652,0,0.0,93,0.24315068493150682,17.75,7.600504158643693
643,0.383388173347668,0,0.0,94,0.25505544683626874,18.61904761904762,7.683118334281124
221,0.3811653290339299,1,0.0,95,0.24839124839124843,18.38095238095238,7.765732509918555
923,0.3775651356351266,1,1.0,96,0.25523809523809526,19.142857142857142,7.8483466855559865
76,0.3765737326035803,1,0.0,97,0.24874686716791983,18.904761904761905,7.930960861193418
115,0.3758910853692404,1,0.0,98,0.24242424242424243,18.666666666666668,8.013575036830849
141,0.3755393429290912,1,0.0,99,0.23626373626373626,18.428571428571427,8.09618921246828
900,0.3724869663241595,0,0.0,100,0.24708624708624707,19.272727272727273,8.178803388105713
697,0.3719656628063907,1,1.0,101,0.2537399309551208,20.045454545454547,8.261417563743144
945,0.371530611680278,0,0.0,102,0.26362135388002206,20.82608695652174,8.344031739380576
53,0.3603646901457243,1,0.0,103,0.2576086956521739,20.608695652173914,8.426645915018007
720,0.3565635679134445,0,0.0,104,0.2666666666666666,21.333333333333332,8.509260090655438
607,0.3538666413039782,0,0.0,105,0.27499999999999997,22.0,8.59187426629287
27,0.3512404830324827,0,1.0,106,0.2442307692307692,19.538461538461537,8.6744884419303
16,0.34702491376663,0,0.0,107,0.25277777777777777,20.22222222222222,8.757102617567732
933,0.3453210572030294,0,0.0,108,0.2607142857142857,20.857142857142858,8.839716793205165
545,0.3444011375206628,1,0.0,109,0.2548500881834215,20.642857142857142,8.922330968842596
914,0.3432769012037073,1,0.0,110,0.2491289198606272,20.42857142857143,9.004945144480027
333,0.3426893249712132,0,0.0,111,0.25651808242220353,21.03448275862069,9.087559320117458
47,0.3401706568833181,1,1.0,112,0.2629829663481512,21.82758620689655,9.17017349575489
640,0.3385576480490243,0,0.0,113,0.26987951807228916,22.4,9.252787671392321
779,0.3356906330934223,1,0.0,114,0.2642857142857143,22.200000000000003,9.335401847029752
698,0.3350500166392873,1,1.0,115,0.27058823529411763,23.0,9.418016022667183
298,0.3349122662138347,1,1.0,116,0.27674418604651163,23.8,9.500630198304615
522,0.333185294298837,1,0.0,117,0.2712643678160919,23.6,9.583244373942048
747,0.3326183392535106,1,1.0,118,0.2772727272727273,24.400000000000002,9.665858549579479
499,0.330372286488983,1,0.0,119,0.27191011235955054,24.2,9.74847272521691
249,0.3303344015981709,0,0.0,120,0.27836172526277636,24.774193548387096,9.831086900854341
628,0.3267149258697583,0,0.0,121,0.28441011235955055,25.3125,9.913701076491773
797,0.3231250612689443,1,0.0,122,0.2791666666666667,25.125,9.996315252129204
987,0.3223932850893183,1,1.0,123,0.2850274725274725,25.9375,10.078929427766635
155,0.3221434476483571,0,1.0,124,0.26040626040626036,23.696969696969695,10.161543603404066
905,0.3198917313721994,0,0.0,125,0.26664511958629605,24.264705882352942,10.2441577790415
129,0.3181893376022633,1,1.0,126,0.27237851662404094,25.058823529411764,10.32677195467893
341,0.3180451043771292,1,1.0,127,0.27798861480075904,25.852941176470587,10.409386130316362
964,0.3153600949416658,0,0.0,128,0.2838709677419355,26.400000000000002,10.492000305953793
862,0.3125217334224507,1,0.0,129,0.27872340425531916,26.200000000000003,10.574614481591224
533,0.3121610073300106,0,0.0,130,0.2842789598108747,26.72222222222222,10.657228657228655
432,0.3082179706575079,1,0.0,131,0.2792397660818713,26.52777777777778,10.739842832866087
475,0.3065745774172261,1,0.0,132,0.2743055555555556,26.333333333333336,10.822457008503518
419,0.30423966254294,1,1.0,133,0.2797823596792669,27.138888888888886,10.90507118414095
684,0.3041080699575712,0,0.0,134,0.2850376149345221,27.64864864864865,10.987685359778382
463,0.304022403046122,0,0.0,135,0.29001627780792183,28.13157894736842,11.070299535415813
773,0.3032726887315004,0,1.0,136,0.2690985989955062,26.102564102564102,11.152913711053245
490,0.3028335229036285,0,1.0,137,0.24922680412371132,24.175,11.235527886690676
58,0.3015400564622038,0,0.0,138,0.25471460900176013,24.70731707317073,11.318142062328107
622,0.3009514965814036,1,1.0,139,0.26007964161274266,25.48780487804878,11.400756237965538
134,0.3001552281083393,1,0.0,140,0.2552352796255235,25.26829268292683,11.48337041360297
517,0.2983196126052419,1,0.0,141,0.2504878048780488,25.04878048780488,11.5659845892404
458,0.2966855948577072,0,0.0,142,0.25571428571428567,25.571428571428573,11.648598764877834
774,0.2963813560217406,0,0.0,143,0.2606976744186046,26.069767441860463,11.731212940515265
257,0.2949633638032498,0,0.0,144,0.2654545454545454,26.545454545454543,11.813827116152696
276,0.2932873571212663,0,0.0,145,0.26999999999999996,27.0,11.896441291790127
95,0.2930751925284361,0,0.0,146,0.2743478260869565,27.434782608695652,11.979055467427559
109,0.2926800241772164,1,0.0,147,0.26969436074042186,27.23913043478261,12.06166964306499
337,0.2901196231821531,1,0.0,148,0.26513213981244665,27.043478260869563,12.144283818702421
110,0.2885829400354809,0,1.0,149,0.24801835627868166,25.297872340425535,12.226897994339852
395,0.2854378349811691,0,0.0,150,0.25245098039215685,25.75,12.309512169977284
49,0.2839616835821258,0,0.0,151,0.25670268107242894,26.183673469387756,12.392126345614717
623,0.282226786753036,0,0.0,152,0.26078431372549016,26.6,12.474740521252148
227,0.2819510203560108,1,0.0,153,0.2563106796116505,26.4,12.557354696889579
167,0.2810381325905202,0,1.0,154,0.24062440510184657,24.784313725490197,12.63996887252701
978,0.2805292346323516,0,0.0,155,0.24477221807318897,25.21153846153846,12.722583048164442
223,0.2793779755907027,1,0.0,156,0.2403846153846154,25.0,12.805197223801873
530,0.2781339194728084,0,0.0,157,0.24437590711175616,25.41509433962264,12.887811399439304
879,0.2778363256795579,1,1.0,158,0.24959568733153636,26.20754716981132,12.970425575076735
960,0.2773251151110885,0,0.0,159,0.25343915343915346,26.61111111111111,13.053039750714168
282,0.276046542528924,1,0.0,160,0.2491264849755416,26.40740740740741,13.1356539263516
358,0.2750512677543471,1,1.0,161,0.2542402215299412,27.203703703703706,13.21826810198903
410,0.273914541608047,1,0.0,162,0.25,27.0,13.300882277626462
185,0.2728504299394531,1,0.0,163,0.24583758069996606,26.796296296296294,13.383496453263893
130,0.2703921598837232,1,0.0,164,0.24175084175084174,26.59259259259259,13.466110628901324
215,0.2703799016657945,1,0.0,165,0.23773773773773774,26.388888888888893,13.548724804538756
224,0.2664057609115254,0,0.0,166,0.24144144144144142,26.8,13.631338980176187
853,0.2643510844031559,0,0.0,167,0.24501287001287,27.19642857142857,13.713953155813618
739,0.2608669693588274,1,0.0,168,0.24107142857142858,27.0,13.796567331451051
375,0.2558107789831993,1,0.0,169,0.23719974715549938,26.80357142857143,13.879181507088482
591,0.2554324748784995,0,0.0,170,0.24064586244371994,27.192982456140353,13.961795682725914
932,0.2542616354881867,1,0.0,171,0.2368421052631579,27.0,14.044409858363345
585,0.2539989947371302,0,0.0,172,0.24016938898971568,27.379310344827587,14.127024034000776
929,0.2533432525068676,1,0.0,173,0.23643178410794602,27.189655172413794,14.209638209638207
391,0.2525300506834741,1,0.0,174,0.2327586206896552,27.0,14.292252385275638
256,0.252471718221316,0,0.0,175,0.2359731151373466,27.3728813559322,14.37486656091307
18,0.2524685290660826,0,0.0,176,0.23908045977011497,27.733333333333334,14.457480736550503
535,0.2517033384136156,1,1.0,177,0.244017094017094,28.55,14.540094912187934
671,0.2483741611822006,0,0.0,178,0.2470225584979683,28.901639344262296,14.622709087825365
828,0.2479647194953393,1,0.0,179,0.243400944706863,28.721311475409838,14.705323263462796
439,0.2467484962139575,0,0.0,180,0.24630945872061233,29.064516129032256,14.787937439100228
624,0.2458262294966612,1,0.0,181,0.24274871238818108,28.887096774193548,14.870551614737659
848,0.2445063578395594,0,0.0,182,0.24556489262371617,29.22222222222222,14.95316579037509
611,0.2438926350760544,0,0.0,183,0.24829306722689076,29.546875,15.035779966012521
514,0.2437073296333483,1,1.0,184,0.253125,30.375,15.118394141649953
152,0.243356422161285,1,0.0,185,0.2496126033057851,30.203125,15.201008317287386
784,0.2409554643153839,0,0.0,186,0.25225683407501587,30.52307692307692,15.283622492924817
478,0.2398920515241478,0,0.0,187,0.2548209366391184,30.833333333333336,15.366236668562248
177,0.239654836110939,1,0.0,188,0.2513661202185793,30.666666666666668,15.44885084419968
621,0.2386157444130298,0,0.0,189,0.25385368240763395,30.970149253731343,15.53146501983711
11,0.2382779713924097,1,1.0,190,0.25858512316466453,31.80597014925373,15.614079195474542
321,0.2367286144040148,1,0.0,191,0.2551757342320655,31.64179104477612,15.696693371111973
64,0.2367201536439619,1,0.0,192,0.25182089552238807,31.477611940298505,15.779307546749404
934,0.2365650894801749,1,0.0,193,0.24851930822080073,31.313432835820894,15.861921722386835
867,0.2343997190064848,0,0.0,194,0.25093370681605975,31.61764705882353,15.944535898024268
805,0.2338900062621108,0,0.0,195,0.2532781228433402,31.91304347826087,16.027150073661698
559,0.2317100717814831,0,0.0,196,0.25555555555555554,32.2,16.10976424929913
820,0.2311805364852609,0,0.0,197,0.2577688352336239,32.47887323943662,16.19237842493656
440,0.2305391221643313,1,0.0,198,0.2545192414328491,32.32394366197183,16.274992600573995
229,0.2304806168080304,1,0.0,199,0.25132042253521125,32.16901408450704,16.357606776211426
142,0.2281256902946883,1,1.0,200,0.2559231357135059,33.014084507042256,16.440220951848858
1000,0.2278096786742916,1,0.0,201,0.25276273022751894,32.859154929577464,16.52283512748629
598,0.2272852630261712,1,0.0,202,0.249650575206967,32.70422535211267,16.60544930312372
287,0.2242188889445563,1,1.0,203,0.2541613316261204,33.54929577464789,16.68806347876115
66,0.2215911555056516,0,0.0,204,0.2563131313131313,33.833333333333336,16.770677654398582
164,0.2213534979952335,1,0.0,205,0.25323725981620715,33.68055555555556,16.853291830036014
128,0.2199209643076732,1,1.0,206,0.2576699834162521,34.52777777777778,16.935906005673445
10,0.2197996459934489,0,0.0,207,0.25976282968718056,34.80821917808219,17.018520181310876
308,0.2186290716821287,0,0.0,208,0.26179911254538124,35.08108108108108,17.101134356948307
409,0.2166677951422246,0,0.0,209,0.2637810945273632,35.346666666666664,17.18374853258574
176,0.216198676692406,1,1.0,210,0.26814814814814814,36.2,17.26636270822317
91,0.2142910926782162,1,0.0,211,0.26509803921568625,36.053333333333335,17.3489768838606
548,0.2141347951199684,0,0.0,212,0.26702786377708976,36.315789473684205,17.431591059498032
139,0.2102045646433057,0,0.0,213,0.2689075630252101,36.57142857142857,17.514205235135464
606,0.209277924877524,1,0.0,214,0.2659019812304484,36.42857142857143,17.596819410772895
137,0.2092684019202141,0,0.0,215,0.2677334830619502,36.67948717948718,17.67943358641033
579,0.2090139914570776,1,0.0,216,0.26477146042363436,36.53846153846154,17.76204776204776
163,0.2090002859832248,0,0.0,217,0.2665565951201615,36.78481012658228,17.844661937685192
3,0.2075028555663115,1,0.0,218,0.26363719151261267,36.64556962025316,17.927276113322623
926,0.2074846977261678,0,0.0,219,0.2653776978417266,36.8875,18.009890288960055
200,0.2065589777257311,1,0.0,220,0.2625,36.75,18.092504464597486
44,0.2065209530932105,1,1.0,221,0.26675531914893613,37.6125,18.175118640234917
902,0.2062654856805167,1,0.0,222,0.26390845070422536,37.475,18.257732815872348
816,0.2055458015133864,1,0.0,223,0.2611013986013986,37.3375,18.34034699150978
469,0.2044614927754751,0,0.0,224,0.26279892946559613,37.58024691358025,18.42296116714721
843,0.2031715278632397,0,1.0,225,0.2522599351867645,36.07317073170732,18.505575342784642
811,0.2027957376047043,1,1.0,226,0.2564363143631436,36.92682926829268,18.588189518422073
688,0.2017953047651871,0,0.0,227,0.2581994645247657,37.18072289156626,18.670803694059504
182,0.2015383305403629,1,0.0,228,0.25542168674698795,37.036144578313255,18.753417869696936
893,0.2011770349824003,0,0.0,229,0.2571428571428572,37.285714285714285,18.836032045334367
634,0.2007836988336194,0,0.0,230,0.25882352941176473,37.529411764705884,18.918646220971798
665,0.2003116717752223,1,1.0,231,0.2629331184528606,38.38823529411765,19.00126039660923
661,0.1987952867776732,0,1.0,232,0.2529467983434215,36.93023255813954,19.083874572246664
757,0.197089374761692,0,0.0,233,0.2546843016847741,37.18390804597701,19.166488747884095
315,0.1953787391355077,0,1.0,234,0.2450186799501868,35.77272727272727,19.249102923521527
246,0.1952066732790932,1,0.0,235,0.242269635126778,35.61363636363636,19.331717099158958
39,0.1940847198295393,0,1.0,236,0.23282121837499045,34.2247191011236,19.41433127479639
480,0.1930649079930986,0,0.0,237,0.23469387755102042,34.5,19.49694545043382
814,0.1916885767984074,0,0.0,238,0.23652537938252224,34.769230769230774,19.57955962607125
353,0.1914837473563894,0,0.0,239,0.2383170659568175,35.03260869565217,19.662173801708683
917,0.1902987004577464,0,0.0,240,0.24007022163704192,35.29032258064517,19.744787977346114
837,0.1901816023310503,1,1.0,241,0.24411508282476027,36.12903225806451,19.827402152983545
335,0.1901514946882598,0,0.0,242,0.24583093732029904,36.38297872340425,19.910016328620976
627,0.18974833360444,0,0.0,243,0.24751066856330017,36.631578947368425,19.992630504258408
534,0.1875019781066391,0,0.0,244,0.24915540540540543,36.875,20.07524467989584
350,0.1864833504253457,0,0.0,245,0.25076623014767346,37.11340206185567,20.15785885553327
543,0.1855175862153383,0,1.0,246,0.24214009928295646,35.83673469387755,20.2404730311707
184,0.1846658714401809,0,1.0,247,0.23368823368823372,34.58585858585859,20.323087206808133
817,0.1830791174626136,1,0.0,248,0.23096739204121752,34.41414141414141,20.405701382445564
165,0.1828103400309609,1,0.0,249,0.2282828282828283,34.24242424242424,20.488315558083
947,0.1802015979194435,1,0.0,250,0.2256338216603117,34.07070707070707,20.57092973372043
85,0.1753269541340117,0,0.0,251,0.2273509933774834,34.33,20.65354390935786
549,0.1744848262121059,1,0.0,252,0.22473684210526315,34.16,20.736158084995292
552,0.1742097722389824,0,0.0,253,0.22642001042209484,34.415841584158414,20.818772260632723
171,0.1735454727768939,1,0.0,254,0.2238400310619297,34.24752475247524,20.901386436270155
236,0.1716777048922374,1,0.0,255,0.2212935579272213,34.07920792079208,20.984000611907586
710,0.1712476178669158,0,0.0,256,0.22294372294372297,34.333333333333336,21.066614787545017
143,0.170922575805895,1,0.0,257,0.22043010752688172,34.16666666666667,21.14922896318245
125,0.1706245876970334,1,1.0,258,0.22435897435897437,35.0,21.23184313881988
302,0.1695547534147502,0,1.0,259,0.21626835947224296,33.737864077669904,21.31445731445731
930,0.1691612228912293,1,0.0,260,0.21377775029373572,33.5631067961165,21.397071490094742
519,0.1688045015017391,0,0.0,261,0.2154581087702107,33.82692307692308,21.479685665732173
411,0.1673001387306999,1,0.0,262,0.21299902629016554,33.65384615384615,21.562299841369605
296,0.1667348556758063,1,1.0,263,0.21686018384131595,34.48076923076923,21.644914017007036
537,0.1636282336407846,1,1.0,264,0.22067307692307692,35.30769230769231,21.727528192644467
626,0.1616607467677827,0,0.0,265,0.22232142857142856,35.57142857142857,21.8101423682819
694,0.1614245134784812,0,0.0,266,0.22393867924528302,35.83018867924528,21.892756543919333
226,0.1613206827306589,1,0.0,267,0.22149302707137,35.660377358490564,21.975370719556764
168,0.1607507935906366,1,0.0,268,0.21907756813417192,35.490566037735846,22.057984895194195
901,0.1598151435601446,1,1.0,269,0.222826716055099,36.32075471698113,22.140599070831627
216,0.1595252635425448,1,0.0,270,0.22043258168430743,36.15094339622641,22.223213246469058
493,0.159283139622353,0,0.0,271,0.22201960337360385,36.41121495327103,22.30582742210649
741,0.158891606333555,1,1.0,272,0.22571509487397337,37.242990654205606,22.38844159774392
103,0.1588291149656518,0,1.0,273,0.218013468013468,35.97222222222223,22.47105577338135
841,0.1583388744733034,0,0.0,274,0.21962746733388933,36.23853211009174,22.553669949018783
995,0.1582620211297024,0,0.0,275,0.2212121212121212,36.5,22.636284124656214
33,0.1563577249292568,0,1.0,276,0.21375921375921375,35.270270270270274,22.718898300293645
422,0.1520880863343107,0,0.0,277,0.21536796536796535,35.535714285714285,22.801512475931077
875,0.1512600039395958,0,1.0,278,0.20809868597479214,34.336283185840706,22.884126651568508
750,0.1510133863080203,0,0.0,279,0.20972886762360446,34.60526315789474,22.96674082720594
961,0.1497311728327299,1,0.0,280,0.20735573874445148,34.421052631578945,23.04935500284337
239,0.149648433844043,0,0.0,281,0.20895756940806703,34.68695652173913,23.1319691784808
948,0.1488501402348107,0,0.0,282,0.21053178230162026,34.94827586206897,23.214583354118233
248,0.1478571713651197,0,0.0,283,0.21207908557306146,35.205128205128204,23.297197529755667
376,0.1472534621700446,0,0.0,284,0.2136001633653257,35.45762711864407,23.3798117053931
907,0.1440594596659852,1,0.0,285,0.2112554551913123,35.27966101694915,23.46242588103053
558,0.1440285619217638,0,1.0,286,0.20434760730639562,34.12605042016807,23.54504005666796
729,0.1437839300557549,0,0.0,287,0.20588822355289424,34.38333333333333,23.627654232305392
159,0.1432365148093762,1,1.0,288,0.20952380952380953,35.2,23.710268407942824
887,0.1399579193549942,0,0.0,289,0.21103896103896103,35.45454545454545,23.792882583580255
597,0.1391323047401184,1,0.0,290,0.2087143625605164,35.27272727272727,23.875496759217686
214,0.1380340716315637,1,1.0,291,0.2122994652406417,36.09090909090909,23.958110934855117
859,0.1375548810905358,0,0.0,292,0.2137897782063645,36.34426229508197,24.04072511049255
553,0.1373809499262205,1,1.0,293,0.21733294986099125,37.16393442622951,24.12333928612998
647,0.1363293867222328,0,1.0,294,0.2106689487947511,36.024390243902445,24.20595346176741
43,0.1357031730624208,0,1.0,295,0.20411243161667608,34.90322580645161,24.288567637404842
6,0.1343479926130475,0,0.0,296,0.20566081871345027,35.168,24.371181813042273
734,0.1343465993009643,1,0.0,297,0.2033488372093023,34.976,24.453795988679705
884,0.1336877432675857,0,0.0,298,0.20487264673311184,35.23809523809524,24.536410164317136
689,0.1334230189008087,1,0.0,299,0.20258739333883846,35.04761904761905,24.619024339954567
98,0.1313250637168544,0,0.0,300,0.20408720586227302,35.30708661417323,24.701638515592002
483,0.1288700620943313,1,0.0,301,0.20182821974839354,35.118110236220474,24.784252691229433
243,0.12877037904767,0,0.0,302,0.20330459770114945,35.375,24.866866866866864
12,0.1282002185080267,1,1.0,303,0.2067857142857143,36.1875,24.949481042504296
839,0.1276599306398714,1,0.0,304,0.20454545454545453,36.0,25.032095218141727
830,0.1270101382490744,0,0.0,305,0.20599894291754756,36.25581395348837,25.114709393779158
494,0.125017955092791,1,0.0,306,0.2037839968466693,36.06976744186046,25.19732356941659
7,0.1241980168468987,1,1.0,307,0.20721191533838518,36.883720930232556,25.27993774505402
211,0.1241014460862982,0,0.0,308,0.20864304235090753,37.13846153846154,25.362551920691452
679,0.1231743720285024,0,0.0,309,0.21005232009606314,37.38931297709924,25.445166096328883
24,0.1214265326147366,0,0.0,310,0.21144024514811033,37.63636363636364,25.527780271966314
895,0.1210353201049252,0,0.0,311,0.2128072991467433,37.8796992481203,25.610394447603746
189,0.1208932508464142,0,0.0,312,0.21415394935435186,38.11940298507463,25.693008623241177
158,0.1206191110795177,0,0.0,313,0.21548064918851437,38.355555555555554,25.775622798878608
208,0.1206028321041227,1,1.0,314,0.21887026691495967,39.17777777777778,25.85823697451604
959,0.1183678467633153,0,0.0,315,0.22017745645744333,39.411764705882355,25.94085115015347
149,0.1179623073577601,1,1.0,316,0.2235294117647059,40.23529411764706,26.0234653257909
217,0.1164498565484823,0,0.0,317,0.2248175182481752,40.46715328467153,26.106079501428336
803,0.1158825559670747,0,0.0,318,0.22608695652173916,40.69565217391305,26.188693677065768
2,0.1156302538767535,1,1.0,319,0.22940187364881098,41.52173913043478,26.2713078527032
834,0.1152590418482605,0,1.0,320,0.2234588020191582,40.44604316546763,26.35392202834063
973,0.1129468364317409,1,0.0,321,0.22124278599098746,40.26618705035971,26.43653620397806
403,0.1110884809326014,0,0.0,322,0.22252747252747254,40.5,26.519150379615493
106,0.1102509429717895,0,0.0,323,0.22379393655989402,40.730496453900706,26.601764555252924
418,0.109518525327396,1,1.0,324,0.22706662016044646,41.5531914893617,26.684378730890355
509,0.108965579334095,0,0.0,325,0.22831524667128456,41.78169014084507,26.766992906527786
852,0.1087743877128215,1,1.0,326,0.2315523576240049,42.6056338028169,26.849607082165218
957,0.1079366900239619,0,0.0,327,0.23278352082699907,42.83216783216783,26.93222125780265
120,0.1043968811107798,1,0.0,328,0.2305802305802306,42.65734265734265,27.01483543344008
