customer_id,treatment,purchased,ITE
618,0,0,-0.19018801361189075
619,0,0,-0.2955497296099069
620,0,0,-0.5781287502892257
621,0,0,0.2386157444130298
622,1,1,0.30095149658140363
623,0,0,0.28222678675303603
624,1,0,0.24582622949666125
625,1,1,-0.35176254551703245
626,0,0,0.1616607467677827
627,0,0,0.18974833360444004
628,0,0,0.32671492586975837
629,0,0,-0.5244980455297164
630,0,0,-0.0032068567599655706
631,1,0,-0.03559805573370545
632,1,1,-0.17944208184376487
633,1,0,0.05842083494504424
634,0,0,0.20078369883361946
635,0,0,-0.7209050171321505
636,1,0,-0.3913329698521213
637,0,0,0.5525683223682044
638,0,0,-0.22876991271415026
639,1,0,0.5495286112830238
640,0,0,0.33855764804902433
641,0,0,-0.4264566597549343
642,0,0,-0.47171337729137075
643,0,0,0.38338817334766806
644,0,0,-0.16795981510584768
645,0,0,-0.12472023080420802
646,1,0,-0.12313081749741928
647,0,1,0.13632938672223288
648,0,0,-0.19369379541314324
649,1,0,-0.30338247854532674
650,0,0,-0.0473155963232505
651,0,0,0.005861660437129768
652,1,1,-0.17082228160115787
653,0,0,0.03654559495095394
654,1,0,-0.022602457582684476
655,0,0,0.6001618685151076
656,1,0,-0.18401617138371212
657,1,1,-0.1997670681554652
658,0,0,-0.21001598197506965
659,0,0,-0.1864611168036872
660,0,1,-0.04393707947852499
661,0,1,0.19879528677767322
662,1,1,-0.23672470374097576
663,0,0,-0.20990103656790315
664,0,0,-0.20496494536075383
665,1,1,0.20031167177522236
666,0,0,-0.3934277944762715
667,0,0,-0.568272859710965
668,1,0,-0.2334384692897472
669,1,0,-0.6621834190693847
670,1,1,-0.09030602295233525
671,0,0,0.24837416118220068
672,1,0,-0.16751840147487063
673,1,0,-0.3919745468433805
674,0,0,-0.3569570772244004
675,1,1,-0.17281681084128558
676,0,0,-0.38000635753492035
677,0,0,-0.1253892940952901
678,0,1,-0.9899057422680834
679,0,0,0.1231743720285024
680,0,1,-0.15670921675167093
681,1,0,-0.162220803190868
682,1,0,0.05830938951017994
683,0,0,-0.25198002548368514
684,0,0,0.3041080699575712
685,0,1,0.059639677350167564
686,0,0,0.09563614626360034
687,0,0,-0.28965521276875483
688,0,0,0.2017953047651871
689,1,0,0.1334230189008087
690,0,1,-0.00364976905993758
691,0,1,-0.7108830179979001
692,1,0,0.5360850728751303
693,0,1,0.017333217882865903
694,0,0,0.1614245134784812
695,0,0,-0.5578863505859235
696,0,0,-0.02988451625599553
697,1,1,0.37196566280639076
698,1,1,0.3350500166392873
699,1,1,-0.7169948048711011
700,0,0,-0.2296363894880996
701,1,0,-0.0015316779990937057
702,0,0,-0.36520374903865194
703,0,0,-0.15282255101653341
704,0,0,-0.28262414135031216
705,0,0,-0.21900930289078224
706,0,0,-0.2341834586653082
707,0,0,-0.3405450066276223
708,0,0,-0.7163226905660502
709,0,1,-1.1400869911817217
710,0,0,0.17124761786691584
711,1,0,0.4327161434262807
712,0,0,-0.044469278858019046
713,0,0,-0.00515654755211134
714,1,1,-0.44112373241720715
715,0,0,-0.19499389554400487
716,0,0,-0.14822418157264272
717,0,1,-0.420424724425054
718,0,0,0.005971571950505572
719,0,0,-0.22933474171872026
720,0,0,0.35656356791344457
721,0,0,-0.115595710405757
722,1,0,-0.0032488967465437724
723,0,0,-0.4972504409220845
724,1,1,0.39389089314146974
725,0,0,-0.02836868096565892
726,1,0,-0.397313991534598
727,0,0,-0.16346128965933765
728,0,0,-0.0683181599179391
729,0,0,0.1437839300557549
730,1,0,0.7890757255024454
731,1,0,-0.6267570247855749
732,1,1,0.6488206982777562
733,0,0,0.026822334288314154
734,1,0,0.13434659930096438
735,0,0,-0.24697925682174515
736,0,0,-0.487048466051728
737,0,0,-0.21321905730495683
738,0,0,-0.10033256343087232
739,1,0,0.26086696935882747
740,1,0,-0.32287999933166106
741,1,1,0.15889160633355504
742,0,1,-0.5413607253763986
743,0,0,-0.024103290877290462
744,0,0,0.08459337646838133
745,0,0,-0.023344099943270025
746,0,0,-0.19506782165403402
747,1,1,0.33261833925351064
748,0,0,-0.024052256229048996
749,0,1,0.08050888397183242
750,0,0,0.15101338630802033
751,1,1,-0.2806945209386703
752,1,0,-0.0320853226213606
753,0,1,-0.31575582670581115
754,0,1,-0.003079125604459221
755,1,0,-0.014169598520114235
756,0,0,-0.4616576016534054
757,0,0,0.19708937476169208
758,0,0,0.006073229681040626
759,0,0,-0.13014605553294728
760,0,0,-0.08688898512262078
761,0,0,-0.2645447953199713
762,0,0,0.0475248394732104
763,1,0,-0.7660366358849285
764,0,0,0.5267202085940352
765,0,0,-0.3196621273164577
766,0,0,-0.5621724813850747
767,0,0,-0.0854675419334206
768,0,0,-0.684178848005326
769,1,1,0.4376648714832111
770,1,0,0.07222557843535699
771,0,0,0.39076409075398616
772,0,0,-0.8621638261231945
773,0,1,0.3032726887315004
774,0,0,0.29638135602174065
775,0,0,-0.7378675941682344
776,1,0,0.5121139076763296
777,0,0,0.034725261264943866
778,0,0,-0.1511267593307961
779,1,0,0.3356906330934223
780,0,0,-0.28756288191775137
781,0,0,-0.12998151501165683
782,1,1,-0.5460130805349633
783,1,0,-0.1846110469146895
784,0,0,0.24095546431538398
785,0,0,-0.6198838525893319
786,0,0,0.4971983427453158
787,0,0,-0.6116191497697685
788,0,0,-0.73687108782767
789,1,0,0.05645846402336524
790,1,0,0.5972723265967322
791,0,0,-0.054623265224175266
792,0,0,0.01395906780582934
793,0,0,-0.11720088692468864
794,0,1,-0.35756217919807765
795,0,0,-0.2768300791216147
796,1,0,-0.07619186280981982
797,1,0,0.32312506126894436
798,1,1,-0.1691358295726697
799,1,0,-0.2839860173540356
800,0,0,-0.12446566826847671
801,0,0,-0.053910809979524466
802,1,0,-0.2545865568007438
803,0,0,0.1158825559670747
804,0,0,-0.17202897812226503
805,0,0,0.23389000626211082
806,0,0,-0.44773277431029146
807,1,0,-0.05662972808357536
808,1,0,-0.10277993842025362
809,1,0,0.45243368816381135
810,0,1,-0.22893595147714035
811,1,1,0.20279573760470432
812,1,0,-0.050240634252799676
813,0,0,-0.030803366886995143
814,0,0,0.1916885767984074
815,1,0,0.4315709246598086
816,1,0,0.20554580151338642
817,1,0,0.1830791174626136
818,1,0,-0.5318084185699802
819,0,0,0.10099395291924684
820,0,0,0.2311805364852609
821,1,0,-0.1731621553285354
822,0,1,-0.3017345504042778
823,0,1,-0.16196077966839595
824,0,1,0.43643091951218627
825,0,0,-0.061177977840996045
826,1,1,0.04397053938754447
827,0,0,-0.5820899184141923
828,1,0,0.24796471949533933
829,1,0,0.42625399306042155
830,0,0,0.12701013824907442
831,1,1,-0.11898402294223798
832,1,1,0.031561439615900855
833,1,1,0.6369886193608043
834,0,1,0.11525904184826055
835,0,0,-0.1803158337719185
836,0,0,-0.028356053116893376
837,1,1,0.19018160233105036
838,0,0,-0.5816524553769239
839,1,0,0.12765993063987147
840,0,0,-0.2037471669053159
841,0,0,0.15833887447330347
842,0,0,-0.3261809579026611
843,0,1,0.20317152786323975
844,1,0,0.4526320548360439
845,1,0,-0.09640477844509499
846,0,0,0.029876474525356356
847,0,0,-0.10194596166400371
848,0,0,0.24450635783955948
849,0,1,-0.2932212131821692
850,0,0,-0.05359314027947035
851,0,0,-0.06593167519880883
852,1,1,0.10877438771282155
853,0,0,0.2643510844031559
854,0,0,-0.32300282407756653
855,0,1,-0.11083309610736691
856,1,0,-0.45047227636483367
857,0,0,-0.5539410022046826
858,0,1,-0.1482910877517286
859,0,0,0.13755488109053587
860,0,0,0.07024342052574178
861,1,1,-0.04299978471937804
862,1,0,0.31252173342245076
863,0,0,-0.4258759084956396
864,0,0,-0.7393834149479607
865,0,1,0.43464669147481644
866,0,0,-0.11870780329026537
867,0,0,0.23439971900648487
868,1,1,0.7559169450054037
869,0,0,0.5164303229279662
870,0,0,-0.7576008722953448
871,1,0,-0.33918353924756495
872,0,0,0.032416771666372135
873,0,1,-0.17104602357654813
874,0,1,-0.9877628740794064
875,0,1,0.15126000393959588
876,0,0,-0.039642670725732465
877,0,0,-0.23969185001238208
878,0,0,0.03722913726586441
879,1,1,0.27783632567955796
880,0,0,-0.2046683001019901
881,1,0,-0.1885049556653121
882,0,0,0.00034074670438788424
883,0,1,-0.7931193822337373
884,0,0,0.13368774326758573
885,0,0,-0.24115941553615117
886,1,1,-0.27663248583395783
887,0,0,0.1399579193549942
888,0,0,-0.4230469779471029
889,0,0,-0.36738263857235953
890,1,0,0.8147580400929588
891,1,0,-0.2451665726845177
892,0,0,-0.18981862865401372
893,0,0,0.20117703498240036
894,0,1,0.03771209419301143
895,0,0,0.12103532010492526
896,0,1,-0.06757780235519417
897,1,0,-0.6366532721030712
898,0,0,-0.24309895081191335
899,0,0,-0.31212287277851564
900,0,0,0.37248696632415956
